,Unnamed: 0,lemme,freqlemfilms2,nb_lettres,anagramme,def_1,def_2,def_3,def_4,def_5,def_6,def_7,def_8,def_9,def_10,def_11,def_12,def_13,def_14,def_15,def_16,def_17,def_18,def_19,def_20,def_21,def_22,def_23,def_24,def_25,def_26,def_27,def_28,def_29,def_30,def_31,def_32,def_33,def_34,def_35,def_36,def_37,def_38,def_39
9454,9455,dakarois,0.0,8,draikosa,Relatif à Dakar ou à ses habitants.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9455,9456,dakota,0.0,6,dktoaa,Relatif aux Dakotas.,"Langue amérindienne de la famille siouane parlée par les Sissetons, les Santees, les Yanktons et les Yanktonais.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9456,9457,dalinien,0.0,8,ldiinaen,"Relatif au peintre Salvador Dalí, à son œuvre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9457,9458,damasquin,0.0,9,qadunmais,Qui est relatif  à Damas.,(En particulier) Qui est fait d’acier de Damas.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9458,9459,damasquiné,0.0,10,mdsinéaauq,"Incrusté de petits filets d’or ou d’argent, en parlant d’objets en fer ou en acier.",Participe passé masculin singulier de damasquiner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9459,9460,danubien,0.0,8,ndieabun,"Relatif au Danube, aux pays riverains de ce fleuve et aux habitants de ces pays.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9460,9461,dartreux,0.0,8,uxaterrd,(Médecine) Qui est de la nature des dartres.,(Substantif de l’adjectif) Personne affectée de dartres.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9461,9462,datable,0.0,7,teablda,Que l'on peut dater.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9462,9463,dentellier,0.0,10,edeirlnlte,"Artisan, ouvrier qui fabrique de la dentelle.",Relatif à la dentelle et à sa fabrication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9463,9464,descriptible,0.0,12,iclrdetpiseb,Que l'on peut décrire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9464,9465,desquamant,0.0,10,datamnuesq,Qui desquame.,Participe présent du verbe desquamer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9465,9466,dessalé,0.0,7,dassleé,(Technique) Duquel l'on a ôté le sel.,"Malotru, sacripant.",Participe passé masculin singulier du verbe dessaler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9466,9467,desservant,0.0,10,vetseasnrd,"(Religion catholique) Celui qui dessert une cure, une chapelle, etc.","(Par extension) Toute personne chargée d’une fonction dans un organisme, dans un service, etc.",Participe présent du verbe desservir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9467,9468,dextre,0.0,6,etderx,(Vieilli) Qui est du côté droit.,"(Héraldique) Se dit du côté droit de l’écu selon le point de vue du porteur qui est derrière, c’est-à-dire à la gauche de l’observateur. Comme pour bâbord et tribord, dextre et senestre ne changent pas suivant que l’on est l’observateur ou le porteur.","(Géologie) Qui se déplace vers la droite, en parlant du décrochement d’une faille.",(Zoologie) Se dit d’un poisson plat dont les deux yeux sont sur le côté droit et dont la nage se fait le corps tourné sur la gauche.,"(Zoologie) Qui s’enroule de gauche à droite, dans le sens des aiguilles d’une montre, si bien que pour un gastéropode, si l'ouverture est tournée vers le bas, elle s'ouvre sur la droite.",(XIXe siècle) Adroit.,Main droite ou le côté de la main droite.,"Mesure de longueur antérieure au système métrique, également orthographiée destre.",À droite.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9468,9469,diamantifère,0.0,12,idarneatfèim,Qui contient du diamant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9469,9470,diapré,0.0,6,rdiéap,Varié de plusieurs couleurs.,"(Héraldique) Remplissage utilisé dans les armoiries. Il s’agit de motifs généralement floraux, d’entrelacs ou d’arabesques qui recouvrent la surface du champ ou d’une pièce. Le but du diapré est de remplir une zone qui normalement aurait dû être vide. Il ne doit surtout pas être confondu avec les émaux, métaux ou fourrures. L’objectif recherché est purement esthétique et sa représentation laissée libre à l’inspiration de l’illustrateur (pas de description définie dans le blasonnement sur sa forme ou son style). À rapprocher de paillé.",Participe passé masculin singulier de diaprer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9470,9471,diatonique,0.0,10,qitoideaun,(Musique) Qui procède par les tons naturels de la gamme.,Accordéon dont chaque touche produit une note en poussant le soufflet et une autre différente en le tirant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9471,9472,dicible,0.0,7,bcediil,Qui peut être dit ; qui est exprimable par des mots.,"Ce qui peut s'exprimer, ce qui est nommable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9472,9473,dieppois,0.0,8,siepidop,"Relatif à Dieppe, commune française située dans le département de la Seine-Maritime.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9473,9474,difficultueux,0.0,13,cxdiftuufelui,Qui allègue des difficultés  ; qui fait des difficultés sur toutes choses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9474,9475,diffusant,0.0,9,afinftdsu,(Didactique) Qui diffuse.,Participe présent du verbe diffuser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9475,9476,différenciable,0.0,14,cbaiedielérnff,Que l’on peut différencier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9476,9477,digestible,0.0,10,dltsebiegi,Qui peut être facilement digéré.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9477,9478,digité,0.0,6,giiédt,(Zoologie) (Botanique) Découpé en forme de doigts.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9478,9479,dijonnais,0.0,9,njnsaidoi,"Relatif à Dijon, commune française située dans le département de la Côte-d’Or.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9479,9480,dilatable,0.0,9,eaatbdill,(Physique) Qui est susceptible de dilatation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9480,9481,dioclétien,0.0,10,ecnotiidlé,En rapport avec l'empereur Dioclétien.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9481,9482,dirimant,0.0,8,mntiaidr,(Droit) Qui emporte la nullité d’un acte et particulièrement d’un mariage.,Qui détruit un raisonnement.,Participe présent du verbe dirimer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9482,9483,discographique,0.0,14,haoipecrqgudis,Qui se rapporte aux enregistrements sur disques.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9483,9484,discursif,0.0,9,ucfiissdr,(Logique) Qui passe d'une proposition à une autre par le raisonnement.,(Linguistique) Qui est relatif au discours.,"(Vieilli) Qui caractérise un raisonnement peu rigoureux, qui ne s’astreint à une continuité rigoureuse.",(Par extension) Qualifie une méthode qui emploie la digression.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9484,9485,discutailleur,0.0,13,dliueulrtcias,Celui qui aime à discutailler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9485,9486,dispensateur,0.0,12,sntpseudaeir,"Celui, celle qui dispense, qui distribue.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9486,9487,dispersant,0.0,10,tirpanssde,(Chimie) Adjuvant qui a la propriété de maintenir en suspension des particules se trouvant dans un bain.,Participe présent de disperser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9487,9488,dissimulable,0.0,12,lbmuaiisdsle,"Cachable, occultable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9488,9489,dissonant,0.0,9,dosainstn,(Musique) Qui forme dissonance.,Participe présent de dissoner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9489,9490,dissymétrique,0.0,13,mdsesrtyquéii,Qui présente de la dissymétrie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9490,9491,distractif,0.0,10,aifdtsirct,(Didactique) Distrayant.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9491,9492,distributif,0.0,11,urtbtifsiid,Qui distribue.,(En particulier) Qualifie une justice qui rend à chacun ce qui lui est dû.,(Grammaire) (Logique) Par opposition à collectif.,(Mathématiques) Qui permet de passer d'un produit de sommes à une somme de produit.,"(Grammaire) Cas grammatical présent dans certaines langues, indiquant une distribution égale, c’est-à-dire la division d’un ensemble en sous-ensembles comportant chacun le même nombre d’éléments (autrement dit, de même cardinal).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9492,9493,distributeur,0.0,12,biderustitru,Celui qui distribue.,(Par extension) Appareil automatique qui distribue divers objets en échange d'argent.,(Par ellipse) Distributeur de billets.,(Industrie) Préactionneur permettant de piloter un actionneur en agissant sur la présence de débit d’un fluide.,Distributeur.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9493,9494,diurnal,0.0,7,ldrniau,"(Religion) Livre de prières chrétiennes qui contient l’office canonial de chaque jour, à l’exception des matines, et quelquefois des laudes.",Qui se produit chaque jour.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9494,9495,divagant,0.0,8,igtadvna,Qui divague.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9495,9496,dive,0.0,4,idve,Qui est divine.,"Plonger ; s’enfoncer entièrement dans l’eau, en sorte que l’eau passe par-dessus la tête.",Plongée.,Pluriel de diva.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9496,9497,divinateur,0.0,10,riivneduta,Qui prévoit ce qui doit arriver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9497,9498,divinisant,0.0,10,ntivsniadi,Participe présent du verbe diviniser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,9499,doctoral,0.0,8,ordoltac,Relatif au doctorat.,Qui appartient à un docteur.,"(Figuré) Qualifie le ton tranchant, la suffisance de certains savants.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9499,9500,domanial,0.0,8,lomaandi,Qui est du domaine de l’État.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9500,9501,domiciliaire,0.0,12,rcilmeiiodia,(Droit) Qui a rapport au domicile.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9501,9502,donjuanesque,0.0,12,easudunnojqe,Relatif au caractère de don Juan & à sa légende.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9502,9503,donquichottesque,0.0,16,tequstenoociqhdu,Relatif au personnage Don Quichotte de Miguel de Cervantes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9503,9504,dorien,0.0,6,reiond,Relatif au peuple qui se répandit en Grèce vers le XIIe siècle avant Jésus-Christ.,"Relatif à Saint-Cernin, commune française située dans le département du Cantal.",Dialecte occidental du grec.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9504,9505,dostoïevskien,0.0,13,nteoïsksvieod,"Relatif à Fiodor Dostoïevski, son style, son œuvre romanesque sombre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9505,9506,douteur,0.0,7,trudeuo,(Littéraire) Personne qui est portée à douter.,Qui est porté à douter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9506,9507,douçâtre,0.0,8,oeurtdâç,"Qui est d’une douceur fade, un peu doux.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9507,9508,down,0.0,4,nowd,"(Familier) Dépressif, déprimé.",(Chemin de fer) Au loin d'un grand terminus.,"En descendant, en tombant.",Duvet.,Vers le bas.,"(Transitif) Abattre, descendre.",(Transitif) Faire cul sec.,Laisser tomber.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9508,9509,drapier,0.0,7,rredapi,Relatif à la production ou au commerce des draps,Marchand ou fabricant de drap.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9509,9510,dressant,0.0,8,esndrats,"Couche de charbon, qui dans une mine, se redresse proche de la verticale.",Participe présent du verbe dresser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9510,9511,duodécimal,0.0,10,dlcamuiéod,Qui se compte ou qui est divisé par douze.,"Qualifie un système de numération qui a pour base, pour unité le nombre douze.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9511,9512,duveté,0.0,6,dvueét,Qui est garni de duvet.,Participe passé masculin singulier de duveter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9512,9513,dysentérique,0.0,12,ytéeinrqduse,(Médecine) Qui appartient à la dysenterie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9513,9514,dyspnéique,0.0,10,nsdéiepqyu,(Médecine) Qui éprouve des difficultés à respirer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9514,9515,déambulatoire,0.0,13,ométlidaabreu,Qui a rapport à la déambulation.,Nef qui entoure le chœur d’une église et où l’on peut circuler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9515,9516,déboussolant,0.0,12,natdbloésuos,Participe présent du verbe déboussoler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9516,9517,déclaratif,0.0,10,rtdfacélia,(Droit) Qui donne déclaration de quelque chose en parlant d’un acte.,"(Grammaire) Mode signifiant une vérité, comme synonyme de l’indicatif ou à l’opposé de l’interrogatif.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9517,9518,déclive,0.0,7,édleicv,(Rare) Qui va en pente ; qui est incliné.,Pente.,"(Médecine) Fait d’imposer au corps une position inclinée où la tête est située au point le plus bas, en particulier pour favoriser l’expectoration.",Première personne du singulier du présent de l’indicatif de décliver.,Troisième personne du singulier du présent de l’indicatif de décliver.,Première personne du singulier du présent du subjonctif de décliver.,Troisième personne du singulier du présent du subjonctif de décliver.,Deuxième personne du singulier de l’impératif de décliver.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9518,9519,déclos,0.0,6,dosélc,(Désuet) Ouvert.,Dont on a enlevé la clôture.,Participe passé masculin (singulier ou pluriel) de déclore.,Première personne du singulier du présent de l’indicatif de déclore.,Deuxième personne du singulier du présent de l’indicatif de déclore.,Deuxième personne du singulier de l’impératif présent de déclore.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9519,9520,décomposable,0.0,12,ocamlbdseéop,(Didactique) Qui peut être décomposé.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9520,9521,décortiqué,0.0,10,dtqrocéuéi,Participe passé masculin singulier du verbe décortiquer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9521,9522,découplé,0.0,8,puoéédcl,"Souple, aux mouvements aisés.","(Héraldique) Se dit d'une pièce (en particulier un chevron) ou d’un meuble présentant un angle qui est absent de la représentation et laissant voir le champ. À rapprocher de brisé, fendu, rompu et tronçonné.",Variante de découple.,Participe passé masculin singulier de découpler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9522,9523,décrochant,0.0,10,htarccédno,Participe présent du verbe décrocher.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9523,9524,dédaignable,0.0,11,agndaédelbi,Qui mérite d’être dédaigné.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9524,9525,dédicatoire,0.0,11,tacdieodiér,Qui contient la dédicace d’un livre.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9525,9526,défectible,0.0,10,deléefcibt,"Défaillible, imparfait, incomplet.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9526,9527,défectionnaire,0.0,14,niedtoincafrée,(Rare) Déserteur.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9527,9528,déferré,0.0,7,rédefré,Participe passé masculin singulier du verbe déferrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9528,9529,défilant,0.0,8,dafiltén,Participe présent de défiler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9529,9530,définissable,0.0,12,nliafessbidé,Que l’on peut définir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9530,9531,déflagrant,0.0,10,lndéfagtar,(Armement) Qualifie un explosif qui provoque une déflagration.,Participe présent du verbe déflagrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9531,9532,défécatoire,0.0,11,aéotrcféeid,Relatif à la défécation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9532,9533,déicide,0.0,7,ecéiidd,(Religion) Qui a tué Dieu.,(Religion) Meurtre de Dieu.,(Religion) Meurtrier de Dieu.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9533,9534,déjeté,0.0,6,édétej,Participe passé masculin singulier du verbe déjeter.,"Déformé, écarté de sa direction naturelle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9534,9535,délibératif,0.0,11,létérifdbia,(Rhétorique) Relatif à la délibération.,Qui est susceptible d’opiner et de voter dans une délibération.,"(En particulier) Qui émet dans les délibérations d’une assemblée, d’un tribunal, un suffrage qui compte.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,9536,délimitant,0.0,10,lniéidmtat,Participe présent du verbe délimiter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9536,9537,délétère,0.0,8,lrtéeèdé,"(Médecine) Nuisible ou dangereux pour la santé, nocif, qui peut causer la mort.","(Figuré) Nuisible, qui cause du tort.","(Figuré) (Morale) Pernicieux, capable de corrompre.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9537,9538,démerdard,0.0,9,rdréamedd,"(Familier) Qui se démerde bien, qui sait résoudre les difficultés, débrouillard.","(Familier) Personne dégourdie, débrouillarde, qui sait se démerder.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9538,9539,démobilisateur,0.0,14,srdobéaiitueml,Qui démobilise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9539,9540,démoralisateur,0.0,14,lastruoiédmrea,Qui démoralise.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9540,9541,démotique,0.0,9,etqéduimo,"(Linguistique) Populaire, courant, en parlant de la langue ou de l’écriture, en particulier l’égyptien ancien et le grec moderne.","(Linguistique) Langue et surtout écriture cursive, d’usage plus courant que la langue et l’écriture hiératiques, utilisées en Égypte ancienne à partir du VIIIe siècle av. J.-C.","Langue grecque moderne populaire contemporaine, le dhimotiki ou grec démotique.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9541,9542,démystificateur,0.0,15,yiftsdmircéeaut,Celui qui démystifie.,Qui démystifie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9542,9543,dénivelé,0.0,8,lvédéein,Participe passé masculin singulier de déniveler.,Différence d’altitude entre deux endroits ou deux points sur une carte.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9543,9544,dénombrable,0.0,11,aébolmberdn,"Que l’on peut compter, dénombrer.",(Mathématiques) Se dit d’un ensemble infini qui peut être mis en relation bijective avec l’ensemble des nombres entiers naturels. Se dit parfois également d'un ensemble fini.,"(Grammaire) Que l’on peut compter sans unité de mesure. En français, les noms dénombrables peuvent être précédés de déterminants indiquant le nombre comme un et des. Comptable.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9544,9545,dénégateur,0.0,10,édegréunta,Celui qui nie.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9545,9546,dépersonnalisé,0.0,14,linrnsééedsopa,Participe passé masculin singulier du verbe dépersonnaliser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9546,9547,dépeuplé,0.0,8,puéeldpé,Qui compte peu d'habitants ; qui n'est pas peuplé.,Participe passé masculin singulier du verbe dépeupler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9547,9548,dépliable,0.0,9,idealpblé,Que l’on peut déplier.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9548,9549,déposant,0.0,8,énodstpa,"(Droit) Celui, celle qui fait une déposition en justice.","Celui, de celle qui fait un dépôt à la caisse d’épargne ou dans un établissement de banque.",Participe présent de déposer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9549,9550,déprédateur,0.0,11,éeréadudrpt,Celui qui commet des déprédations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9550,9551,dépuratif,0.0,9,drfiptéau,(Médecine) Qui est propre à dépurer le sang.,Apte à rendre un métal ou un liquide plus pur.,(Médecine) Substance propre à dépurer le sang en y éliminant poisons et diverses toxines.,Corps apte à rendre un métal ou un liquide plus pur.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9551,9552,déracinant,0.0,10,énaacdrtin,Participe présent du verbe déraciner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9552,9553,dérobeur,0.0,8,rbrudéoe,Qui dérobe.,Celui qui dérobe.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9553,9554,désargenté,0.0,10,etaséégrnd,Participe passé masculin singulier du verbe désargenter.,"Dépourvu d’argent, de monnaie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9554,9555,désassorti,0.0,10,siéroasstd,Participe passé masculin singulier du verbe désassortir.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9555,9556,déshabité,0.0,9,téhéabdsi,Participe passé masculin singulier du verbe déshabiter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9556,9557,désoccupé,0.0,9,océsuépcd,Qui n’est plus occupé.,Participe passé masculin singulier du verbe désoccuper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9557,9558,désodé,0.0,6,dodésé,Caractérise un produit ou un régime alimentaire sans sel.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9558,9559,détaillant,0.0,10,lnladattéi,Personne qui vend au détail.,Participe présent du verbe détailler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9559,9560,détartrant,0.0,10,tratéatdrn,Substance destiné à dissoudre le tartre qui s'accumule dans un appareil quelconque.,Participe présent du verbe détartrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9560,9561,détersif,0.0,8,sfdeétir,(Médecine) Qui déterge.,(Plus courant) Qui a des propriétés lavantes.,Synonyme de détergent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9561,9562,détimbré,0.0,8,ibtémédr,Participe passé masculin singulier du verbe détimbrer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9562,9563,détritique,0.0,10,qdéttreiui,(Géologie) Qui se compose de détritus.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9563,9564,déviationniste,0.0,14,dtstnonaiéivei,Qui dévie du droit chemin.,"Personne faisant preuve de déviationnisme, c’est-à-dire ne suivant pas ou s’écartant de la ligne officielle de l’organisation à laquelle elle appartient.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9564,9565,dévoilant,0.0,9,nivldatoé,Participe présent du verbe dévoiler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9565,9566,dévorateur,0.0,10,vdéoauetrr,(Didactique) Qui dévore.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9566,9567,ecclésial,0.0,9,iaclescél,Relatif à l’Église (comme institution).,Relatif à une église (comme construction).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9567,9568,edwardien,0.0,9,drwdaenie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9568,9569,effusionniste,0.0,13,ienufesnoistf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9569,9570,ellipsoïde,0.0,10,isdeïlolep,(Géométrie) Qui a la forme d’une ellipse.,Solide engendré par la révolution de la moitié d’une ellipse autour de l’un ou de l’autre de ses axes.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9570,9571,embaumant,0.0,9,maaetbnum,Participe présent du verbe embaumer.,Qui répand une odeur suave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9571,9572,embijouté,0.0,9,tjiémeoub,(Ironique) Qui est couvert de bijoux ; qui porte de nombreux bijoux.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9572,9573,emboîtable,0.0,10,îeboalmteb,"Variante, dans l'orthographe traditionnelle, de emboitable (orthographe rectifiée de 1990).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9573,9574,embrigadé,0.0,9,beiamégdr,Participe passé masculin singulier de embrigader.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9574,9575,embroussaillé,0.0,13,lsmieboésarlu,Encombré de broussailles.,"Qui ressemble à une broussaille, à quelque chose d’emmêlé.",Participe passé masculin singulier de embroussailler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9575,9576,embruiné,0.0,8,ebnrmiué,"(Rural) Brûlé, gâté par la bruine.",Participe passé masculin singulier de embruiner.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9576,9577,emmailloté,0.0,10,eaélmltomi,Participe passé masculin singulier du verbe emmailloter.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9577,9578,emmerdatoire,0.0,12,riemeamrtedo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,9579,emperlousé,0.0,10,pouélemres,(Péjoratif) Orné de perles,(En particulier) (Péjoratif) Qui porte un collier de perles.,Participe passé masculin singulier de emperlouser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9579,9580,emperlé,0.0,7,eemrpél,Qui est orné de perles.,(Figuré),Participe passé masculin singulier du verbe emperler.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9580,9581,emperruqué,0.0,10,érmuuqpeer,Qui est coiffé d’une perruque.,Participe passé masculin singulier de emperruquer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9581,9582,empesé,0.0,6,eepsmé,"Qui a une attitude raide, un air composé, des manières affectées.","(Par extension) Qui paraît lourd, pesant.","(Par extension) Qualifie un style qui manque de naturel, d’aisance.",(Figuré) (Familier) Personne qui a un tel caractère.,Participe passé masculin singulier de empeser.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
